//U6O MapEdit Full Export V1.23
//house costs
patchx=0; patchy=0; //always 0 so far

housenumber=65535;//Non house tiles
BTset(1171,950,243);
BTset(1173,950,247);
BTset(1174,950,108);
BTset(1175,950,108);
BTset(1176,950,108);
BTset(1177,950,243);
BTset(1178,950,247);
BTset(1179,950,110);
BTset(1180,950,108);
BTset(1181,950,243);
BTset(1183,950,246);
BTset(1184,950,249);
BTset(1185,950,108);
BTset(1186,950,111);
BTset(1187,950,110);
BTset(1188,950,251);
BTset(1189,950,241);
BTset(1190,950,241);
BTset(1191,950,241);
BTset(1192,950,241);
BTset(1193,950,242);
BTset(1198,950,246);
BTset(1199,950,249);
BTset(1200,950,108);
BTset(1201,950,111);
BTset(1202,950,108);
BTset(1203,950,87);
BTset(1204,950,24);
BTset(1205,950,19);
BTset(1206,950,12);
BTset(1207,950,38);
BTset(1208,950,80);
BTset(1209,950,91);
BTset(1210,950,110);
BTset(1211,950,108);
BTset(1212,950,108);
BTset(1213,950,108);
BTset(1214,950,108);
BTset(1215,950,108);
BTset(1216,950,243);
BTset(1265,950,1);
BTset(1266,950,1);
BTset(1026,951,146);
BTset(1027,951,149);
BTset(1028,951,214);
BTset(1029,951,214);
BTset(1030,951,214);
BTset(1031,951,214);
BTset(1032,951,214);
BTset(1033,951,214);
BTset(1034,951,214);
BTset(1035,951,214);
BTset(1036,951,214);
BTset(1037,951,148);
BTset(1038,951,154);
BTset(1040,951,145);
BTset(1041,951,210);
BTset(1042,951,210);
BTset(1043,951,210);
BTset(1044,951,145);
BTset(1045,951,145);
BTset(1046,951,210);
BTset(1047,951,210);
BTset(1048,951,210);
BTset(1049,951,145);
BTset(1050,951,210);
BTset(1051,951,210);
BTset(1052,951,210);
BTset(1053,951,145);
BTset(1054,951,210);
BTset(1055,951,210);
BTset(1056,951,210);
BTset(1057,951,145);
BTset(1058,951,210);
BTset(1059,951,210);
BTset(1060,951,210);
BTset(1061,951,210);
BTset(1062,951,210);
BTset(1063,951,210);
BTset(1064,951,210);
BTset(1065,951,210);
BTset(1066,951,210);
BTset(1067,951,210);
BTset(1068,951,210);
BTset(1069,951,210);
BTset(1070,951,210);
BTset(1071,951,210);
BTset(1072,951,210);
BTset(1073,951,210);
BTset(1074,951,210);
BTset(1075,951,145);
BTset(1076,951,210);
BTset(1077,951,210);
BTset(1078,951,210);
BTset(1079,951,145);
BTset(1080,951,145);
BTset(1081,951,210);
BTset(1082,951,210);
BTset(1083,951,210);
BTset(1084,951,145);
BTset(1085,951,210);
BTset(1086,951,210);
BTset(1087,951,210);
BTset(1088,951,145);
BTset(1091,951,145);
BTset(1092,951,210);
BTset(1093,951,210);
BTset(1094,951,210);
BTset(1095,951,145);
BTset(1096,951,210);
BTset(1097,951,210);
BTset(1098,951,145);
BTset(1099,951,210);
BTset(1100,951,210);
BTset(1101,951,210);
BTset(1102,951,210);
BTset(1103,951,210);
BTset(1104,951,210);
BTset(1105,951,210);
BTset(1106,951,210);
BTset(1107,951,210);
BTset(1108,951,210);
BTset(1109,951,210);
BTset(1110,951,210);
BTset(1111,951,210);
BTset(1112,951,210);
BTset(1113,951,145);
BTset(1114,951,210);
BTset(1115,951,210);
BTset(1116,951,210);
BTset(1117,951,145);
BTset(1118,951,210);
BTset(1119,951,210);
BTset(1120,951,210);
BTset(1121,951,210);
BTset(1122,951,210);
BTset(1123,951,210);
BTset(1124,951,210);
BTset(1125,951,210);
BTset(1126,951,210);
BTset(1127,951,210);
BTset(1128,951,210);
BTset(1129,951,210);
BTset(1130,951,210);
BTset(1131,951,210);
BTset(1132,951,210);
BTset(1133,951,210);
BTset(1134,951,210);
BTset(1135,951,210);
BTset(1136,951,210);
BTset(1137,951,210);
BTset(1138,951,210);
BTset(1139,951,210);
BTset(1140,951,145);
BTset(1141,951,210);
BTset(1142,951,210);
BTset(1143,951,210);
BTset(1144,951,145);
BTset(1145,951,247);
BTset(1146,951,109);
BTset(1147,951,111);
BTset(1148,951,108);
BTset(1149,951,248);
BTset(1150,951,244);
BTset(1152,951,246);
BTset(1153,951,249);
BTset(1154,951,108);
BTset(1155,951,243);
BTset(1156,951,247);
BTset(1157,951,109);
BTset(1158,951,108);
BTset(1159,951,243);
BTset(1160,951,246);
BTset(1161,951,245);
BTset(1162,951,245);
BTset(1163,951,249);
BTset(1164,951,108);
BTset(1165,951,108);
BTset(1166,951,248);
BTset(1167,951,245);
BTset(1168,951,249);
BTset(1169,951,109);
BTset(1170,951,108);
BTset(1171,951,243);
BTset(1173,951,247);
BTset(1174,951,110);
BTset(1175,951,111);
BTset(1176,951,108);
BTset(1177,951,243);
BTset(1178,951,247);
BTset(1179,951,111);
BTset(1180,951,108);
BTset(1181,951,243);
BTset(1184,951,246);
BTset(1185,951,245);
BTset(1186,951,249);
BTset(1187,951,108);
BTset(1188,951,109);
BTset(1189,951,108);
BTset(1190,951,108);
BTset(1191,951,110);
BTset(1192,951,109);
BTset(1193,951,251);
BTset(1194,951,242);
BTset(1199,951,247);
BTset(1200,951,108);
BTset(1201,951,108);
BTset(1202,951,108);
BTset(1203,951,87);
BTset(1204,951,18);
BTset(1205,951,12);
BTset(1206,951,12);
BTset(1207,951,38);
BTset(1208,951,86);
BTset(1209,951,111);
BTset(1210,951,108);
BTset(1211,951,110);
BTset(1212,951,108);
BTset(1213,951,108);
BTset(1214,951,108);
BTset(1215,951,108);
BTset(1216,951,243);
BTset(1025,952,146);
BTset(1026,952,149);
BTset(1027,952,214);
BTset(1028,952,214);
BTset(1029,952,214);
BTset(1030,952,214);
BTset(1031,952,214);
BTset(1032,952,214);
BTset(1033,952,214);
BTset(1034,952,214);
BTset(1035,952,214);
BTset(1036,952,214);
BTset(1037,952,214);
BTset(1038,952,148);
BTset(1039,952,154);
BTset(1040,952,145);
BTset(1041,952,210);
BTset(1042,952,210);
BTset(1043,952,210);
BTset(1044,952,145);
BTset(1045,952,145);
BTset(1046,952,210);
BTset(1047,952,210);
BTset(1048,952,210);
BTset(1049,952,145);
BTset(1050,952,210);
BTset(1051,952,210);
BTset(1052,952,210);
BTset(1053,952,145);
BTset(1054,952,210);
BTset(1055,952,210);
BTset(1056,952,210);
BTset(1057,952,145);
BTset(1058,952,210);
BTset(1059,952,210);
BTset(1060,952,210);
BTset(1061,952,210);
BTset(1062,952,210);
BTset(1063,952,210);
BTset(1064,952,210);
BTset(1065,952,210);
BTset(1066,952,210);
BTset(1067,952,210);
BTset(1068,952,210);
BTset(1069,952,210);
BTset(1070,952,210);
BTset(1071,952,210);
BTset(1072,952,210);
BTset(1073,952,210);
BTset(1074,952,210);
BTset(1075,952,146);
BTset(1076,952,210);
BTset(1077,952,210);
BTset(1078,952,144);
BTset(1079,952,145);
BTset(1080,952,145);
BTset(1081,952,210);
BTset(1082,952,210);
BTset(1083,952,210);
BTset(1084,952,145);
BTset(1085,952,210);
BTset(1086,952,210);
BTset(1087,952,210);
BTset(1088,952,157);
BTset(1089,952,144);
BTset(1090,952,144);
BTset(1091,952,149);
BTset(1092,952,210);
BTset(1093,952,210);
BTset(1094,952,210);
BTset(1095,952,145);
BTset(1096,952,210);
BTset(1097,952,210);
BTset(1098,952,145);
BTset(1099,952,210);
BTset(1100,952,210);
BTset(1101,952,210);
BTset(1102,952,210);
BTset(1103,952,210);
BTset(1104,952,210);
BTset(1105,952,210);
BTset(1106,952,210);
BTset(1107,952,145);
BTset(1108,952,210);
BTset(1109,952,210);
BTset(1110,952,210);
BTset(1111,952,210);
BTset(1112,952,210);
BTset(1113,952,145);
BTset(1114,952,210);
BTset(1115,952,210);
BTset(1116,952,210);
BTset(1117,952,145);
BTset(1118,952,210);
BTset(1119,952,210);
BTset(1120,952,210);
BTset(1121,952,210);
BTset(1122,952,210);
BTset(1123,952,145);
BTset(1124,952,210);
BTset(1125,952,210);
BTset(1126,952,210);
BTset(1127,952,210);
BTset(1128,952,210);
BTset(1129,952,210);
BTset(1130,952,210);
BTset(1131,952,210);
BTset(1132,952,210);
BTset(1133,952,210);
BTset(1134,952,210);
BTset(1135,952,210);
BTset(1136,952,210);
BTset(1137,952,210);
BTset(1138,952,210);
BTset(1139,952,210);
BTset(1140,952,145);
BTset(1141,952,210);
BTset(1142,952,210);
BTset(1143,952,210);
BTset(1144,952,145);
BTset(1145,952,247);
BTset(1146,952,108);
BTset(1147,952,108);
BTset(1148,952,108);
BTset(1149,952,243);
BTset(1151,952,240);
BTset(1152,952,241);
BTset(1153,952,250);
BTset(1154,952,108);
BTset(1155,952,243);
BTset(1156,952,247);
BTset(1157,952,108);
BTset(1158,952,108);
BTset(1159,952,251);
BTset(1160,952,241);
BTset(1161,952,241);
BTset(1162,952,242);
BTset(1163,952,247);
BTset(1164,952,109);
BTset(1165,952,108);
BTset(1166,952,243);
BTset(1168,952,247);
BTset(1169,952,108);
BTset(1170,952,109);
BTset(1171,952,243);
BTset(1173,952,247);
BTset(1174,952,108);
BTset(1175,952,108);
BTset(1176,952,111);
BTset(1177,952,243);
BTset(1178,952,247);
BTset(1179,952,108);
BTset(1180,952,109);
BTset(1181,952,251);
BTset(1182,952,242);
BTset(1186,952,246);
BTset(1187,952,245);
BTset(1188,952,245);
BTset(1189,952,249);
BTset(1190,952,111);
BTset(1191,952,110);
BTset(1192,952,109);
BTset(1193,952,108);
BTset(1194,952,243);
BTset(1199,952,246);
BTset(1200,952,245);
BTset(1201,952,249);
BTset(1202,952,111);
BTset(1203,952,87);
BTset(1204,952,18);
BTset(1205,952,12);
BTset(1206,952,248);
BTset(1207,952,245);
BTset(1208,952,249);
BTset(1209,952,108);
BTset(1210,952,108);
BTset(1211,952,108);
BTset(1212,952,109);
BTset(1213,952,108);
BTset(1214,952,248);
BTset(1215,952,245);
BTset(1216,952,244);
BTset(1025,953,145);
BTset(1026,953,214);
BTset(1027,953,214);
BTset(1028,953,214);
BTset(1029,953,214);
BTset(1030,953,214);
BTset(1031,953,214);
BTset(1032,953,214);
BTset(1033,953,214);
BTset(1034,953,214);
BTset(1035,953,214);
BTset(1036,953,214);
BTset(1037,953,214);
BTset(1038,953,214);
BTset(1039,953,145);
BTset(1040,953,145);
BTset(1041,953,210);
BTset(1042,953,210);
BTset(1043,953,210);
BTset(1044,953,145);
BTset(1045,953,145);
BTset(1046,953,210);
BTset(1047,953,210);
BTset(1048,953,210);
BTset(1049,953,145);
BTset(1050,953,210);
BTset(1051,953,210);
BTset(1052,953,210);
BTset(1053,953,145);
BTset(1054,953,210);
BTset(1055,953,210);
BTset(1056,953,210);
BTset(1057,953,145);
BTset(1058,953,210);
BTset(1059,953,210);
BTset(1060,953,210);
BTset(1061,953,210);
BTset(1062,953,210);
BTset(1063,953,210);
BTset(1064,953,210);
BTset(1065,953,210);
BTset(1066,953,210);
BTset(1067,953,210);
BTset(1068,953,210);
BTset(1069,953,210);
BTset(1070,953,210);
BTset(1071,953,210);
BTset(1072,953,210);
BTset(1073,953,210);
BTset(1074,953,210);
BTset(1075,953,145);
BTset(1076,953,210);
BTset(1077,953,210);
BTset(1078,953,210);
BTset(1079,953,145);
BTset(1080,953,145);
BTset(1081,953,210);
BTset(1082,953,210);
BTset(1083,953,210);
BTset(1084,953,145);
BTset(1085,953,210);
BTset(1086,953,210);
BTset(1087,953,210);
BTset(1088,953,210);
BTset(1089,953,210);
BTset(1090,953,210);
BTset(1091,953,210);
BTset(1092,953,210);
BTset(1093,953,210);
BTset(1094,953,210);
BTset(1095,953,145);
BTset(1096,953,210);
BTset(1097,953,210);
BTset(1098,953,145);
BTset(1099,953,210);
BTset(1100,953,210);
BTset(1101,953,146);
BTset(1102,953,144);
BTset(1103,953,144);
BTset(1104,953,144);
BTset(1105,953,144);
BTset(1106,953,144);
BTset(1107,953,145);
BTset(1108,953,210);
BTset(1109,953,210);
BTset(1110,953,210);
BTset(1111,953,210);
BTset(1112,953,210);
BTset(1113,953,210);
BTset(1114,953,210);
BTset(1115,953,210);
BTset(1116,953,210);
BTset(1117,953,210);
BTset(1118,953,210);
BTset(1119,953,210);
BTset(1120,953,210);
BTset(1121,953,210);
BTset(1122,953,210);
BTset(1123,953,146);
BTset(1124,953,144);
BTset(1125,953,144);
BTset(1126,953,144);
BTset(1127,953,144);
BTset(1128,953,144);
BTset(1129,953,144);
BTset(1130,953,144);
BTset(1131,953,144);
BTset(1132,953,144);
BTset(1133,953,144);
BTset(1134,953,144);
BTset(1135,953,144);
BTset(1136,953,144);
BTset(1137,953,144);
BTset(1138,953,144);
BTset(1139,953,144);
BTset(1140,953,145);
BTset(1141,953,210);
BTset(1142,953,210);
BTset(1143,953,210);
BTset(1144,953,145);
BTset(1145,953,247);
BTset(1146,953,108);
BTset(1147,953,111);
BTset(1148,953,110);
BTset(1149,953,243);
BTset(1151,953,247);
BTset(1152,953,110);
BTset(1153,953,108);
BTset(1154,953,109);
BTset(1155,953,243);
BTset(1156,953,247);
BTset(1157,953,110);
BTset(1158,953,109);
BTset(1159,953,111);
BTset(1160,953,108);
BTset(1161,953,109);
BTset(1162,953,243);
BTset(1163,953,247);
BTset(1164,953,108);
BTset(1165,953,109);
BTset(1166,953,243);
BTset(1168,953,246);
BTset(1169,953,249);
BTset(1170,953,108);
BTset(1171,953,243);
BTset(1173,953,247);
BTset(1174,953,108);
BTset(1175,953,109);
BTset(1176,953,108);
BTset(1177,953,243);
BTset(1178,953,247);
BTset(1179,953,108);
BTset(1180,953,108);
BTset(1181,953,110);
BTset(1182,953,251);
BTset(1183,953,242);
BTset(1189,953,246);
BTset(1190,953,245);
BTset(1191,953,245);
BTset(1192,953,249);
BTset(1193,953,108);
BTset(1194,953,251);
BTset(1195,953,242);
BTset(1201,953,246);
BTset(1202,953,245);
BTset(1203,953,245);
BTset(1204,953,245);
BTset(1205,953,245);
BTset(1206,953,244);
BTset(1208,953,247);
BTset(1209,953,108);
BTset(1210,953,108);
BTset(1211,953,108);
BTset(1212,953,108);
BTset(1213,953,108);
BTset(1214,953,243);
BTset(1025,954,145);
BTset(1026,954,214);
BTset(1027,954,214);
BTset(1028,954,214);
BTset(1029,954,214);
BTset(1030,954,214);
BTset(1031,954,214);
BTset(1032,954,214);
BTset(1033,954,214);
BTset(1034,954,214);
BTset(1035,954,214);
BTset(1036,954,214);
BTset(1037,954,214);
BTset(1038,954,214);
BTset(1039,954,145);
BTset(1040,954,145);
BTset(1041,954,210);
BTset(1042,954,210);
BTset(1043,954,210);
BTset(1044,954,145);
BTset(1045,954,145);
BTset(1046,954,210);
BTset(1047,954,210);
BTset(1048,954,210);
BTset(1049,954,145);
BTset(1050,954,210);
BTset(1051,954,210);
BTset(1052,954,210);
BTset(1053,954,145);
BTset(1054,954,210);
BTset(1055,954,210);
BTset(1056,954,210);
BTset(1057,954,157);
BTset(1058,954,144);
BTset(1059,954,144);
BTset(1060,954,144);
BTset(1061,954,144);
BTset(1062,954,144);
BTset(1063,954,144);
BTset(1064,954,144);
BTset(1065,954,144);
BTset(1066,954,144);
BTset(1067,954,144);
BTset(1068,954,144);
BTset(1069,954,146);
BTset(1070,954,144);
BTset(1071,954,156);
BTset(1072,954,210);
BTset(1073,954,210);
BTset(1074,954,210);
BTset(1075,954,146);
BTset(1076,954,210);
BTset(1077,954,210);
BTset(1078,954,144);
BTset(1079,954,145);
BTset(1080,954,145);
BTset(1081,954,210);
BTset(1082,954,210);
BTset(1083,954,210);
BTset(1084,954,145);
BTset(1085,954,210);
BTset(1086,954,210);
BTset(1087,954,210);
BTset(1088,954,210);
BTset(1089,954,210);
BTset(1090,954,210);
BTset(1091,954,210);
BTset(1092,954,210);
BTset(1093,954,210);
BTset(1094,954,210);
BTset(1095,954,145);
BTset(1096,954,210);
BTset(1097,954,210);
BTset(1098,954,145);
BTset(1099,954,210);
BTset(1100,954,210);
BTset(1101,954,145);
BTset(1107,954,145);
BTset(1108,954,210);
BTset(1109,954,210);
BTset(1110,954,210);
BTset(1111,954,210);
BTset(1112,954,210);
BTset(1113,954,210);
BTset(1114,954,210);
BTset(1115,954,210);
BTset(1116,954,210);
BTset(1117,954,210);
BTset(1118,954,210);
BTset(1119,954,210);
BTset(1120,954,210);
BTset(1121,954,210);
BTset(1122,954,210);
BTset(1123,954,210);
BTset(1124,954,210);
BTset(1125,954,210);
BTset(1126,954,210);
BTset(1127,954,210);
BTset(1128,954,210);
BTset(1129,954,210);
BTset(1130,954,210);
BTset(1131,954,210);
BTset(1132,954,210);
BTset(1133,954,210);
BTset(1134,954,210);
BTset(1135,954,210);
BTset(1136,954,210);
BTset(1137,954,210);
BTset(1138,954,210);
BTset(1139,954,210);
BTset(1140,954,145);
BTset(1141,954,210);
BTset(1142,954,210);
BTset(1143,954,210);
BTset(1144,954,145);
BTset(1145,954,247);
BTset(1146,954,109);
BTset(1147,954,110);
BTset(1148,954,108);
BTset(1149,954,243);
BTset(1151,954,247);
BTset(1152,954,108);
BTset(1153,954,248);
BTset(1154,954,245);
BTset(1155,954,244);
BTset(1156,954,247);
BTset(1157,954,108);
BTset(1158,954,248);
BTset(1159,954,245);
BTset(1160,954,249);
BTset(1161,954,108);
BTset(1162,954,243);
BTset(1163,954,247);
BTset(1164,954,108);
BTset(1165,954,248);
BTset(1166,954,244);
BTset(1169,954,247);
BTset(1170,954,109);
BTset(1171,954,243);
BTset(1172,954,240);
BTset(1173,954,250);
BTset(1174,954,108);
BTset(1175,954,108);
BTset(1176,954,108);
BTset(1177,954,243);
BTset(1178,954,246);
BTset(1179,954,249);
BTset(1180,954,111);
BTset(1181,954,108);
BTset(1182,954,109);
BTset(1183,954,243);
BTset(1192,954,247);
BTset(1193,954,109);
BTset(1194,954,108);
BTset(1195,954,251);
BTset(1196,954,241);
BTset(1197,954,241);
BTset(1198,954,241);
BTset(1199,954,241);
BTset(1200,954,241);
BTset(1201,954,241);
BTset(1202,954,241);
BTset(1203,954,241);
BTset(1204,954,241);
BTset(1205,954,241);
BTset(1206,954,242);
BTset(1208,954,247);
BTset(1209,954,109);
BTset(1210,954,108);
BTset(1211,954,111);
BTset(1212,954,248);
BTset(1213,954,245);
BTset(1214,954,244);
BTset(1025,955,145);
BTset(1026,955,214);
BTset(1027,955,214);
BTset(1028,955,214);
BTset(1029,955,214);
BTset(1030,955,214);
BTset(1031,955,214);
BTset(1032,955,214);
BTset(1033,955,214);
BTset(1034,955,214);
BTset(1035,955,214);
BTset(1036,955,214);
BTset(1037,955,214);
BTset(1038,955,214);
BTset(1039,955,145);
BTset(1040,955,145);
BTset(1041,955,210);
BTset(1042,955,210);
BTset(1043,955,210);
BTset(1044,955,145);
BTset(1045,955,145);
BTset(1046,955,210);
BTset(1047,955,210);
BTset(1048,955,210);
BTset(1049,955,145);
BTset(1050,955,210);
BTset(1051,955,210);
BTset(1052,955,210);
BTset(1053,955,145);
BTset(1054,955,210);
BTset(1055,955,210);
BTset(1056,955,210);
BTset(1057,955,210);
BTset(1058,955,210);
BTset(1059,955,210);
BTset(1060,955,210);
BTset(1061,955,210);
BTset(1062,955,210);
BTset(1063,955,210);
BTset(1064,955,210);
BTset(1065,955,210);
BTset(1066,955,210);
BTset(1067,955,210);
BTset(1068,955,210);
BTset(1069,955,145);
BTset(1071,955,145);
BTset(1072,955,210);
BTset(1073,955,210);
BTset(1074,955,210);
BTset(1075,955,145);
BTset(1076,955,210);
BTset(1077,955,210);
BTset(1078,955,210);
BTset(1079,955,145);
BTset(1080,955,145);
BTset(1081,955,210);
BTset(1082,955,210);
BTset(1083,955,210);
BTset(1084,955,145);
BTset(1085,955,210);
BTset(1086,955,210);
BTset(1087,955,210);
BTset(1088,955,210);
BTset(1089,955,210);
BTset(1090,955,210);
BTset(1091,955,210);
BTset(1092,955,210);
BTset(1093,955,210);
BTset(1094,955,210);
BTset(1095,955,145);
BTset(1096,955,210);
BTset(1097,955,210);
BTset(1098,955,145);
BTset(1099,955,210);
BTset(1100,955,210);
BTset(1101,955,145);
BTset(1107,955,145);
BTset(1108,955,210);
BTset(1109,955,210);
BTset(1110,955,210);
BTset(1111,955,210);
BTset(1112,955,210);
BTset(1113,955,145);
BTset(1114,955,210);
BTset(1115,955,210);
BTset(1116,955,210);
BTset(1117,955,145);
BTset(1118,955,210);
BTset(1119,955,210);
BTset(1120,955,210);
BTset(1121,955,210);
BTset(1122,955,210);
BTset(1123,955,145);
BTset(1124,955,210);
BTset(1125,955,210);
BTset(1126,955,210);
BTset(1127,955,210);
BTset(1128,955,210);
BTset(1129,955,210);
BTset(1130,955,210);
BTset(1131,955,210);
BTset(1132,955,210);
BTset(1133,955,210);
BTset(1134,955,210);
BTset(1135,955,210);
BTset(1136,955,210);
BTset(1137,955,210);
BTset(1138,955,210);
BTset(1139,955,210);
BTset(1140,955,145);
BTset(1141,955,210);
BTset(1142,955,210);
BTset(1143,955,210);
BTset(1144,955,145);
BTset(1145,955,247);
BTset(1146,955,108);
BTset(1147,955,111);
BTset(1148,955,108);
BTset(1149,955,243);
BTset(1151,955,247);
BTset(1152,955,108);
BTset(1153,955,251);
BTset(1154,955,242);
BTset(1156,955,247);
BTset(1157,955,108);
BTset(1158,955,251);
BTset(1159,955,242);
BTset(1160,955,247);
BTset(1161,955,108);
BTset(1162,955,243);
BTset(1163,955,247);
BTset(1164,955,109);
BTset(1165,955,243);
BTset(1166,955,240);
BTset(1167,955,241);
BTset(1168,955,241);
BTset(1169,955,250);
BTset(1170,955,110);
BTset(1171,955,243);
BTset(1172,955,247);
BTset(1173,955,108);
BTset(1174,955,109);
BTset(1175,955,110);
BTset(1176,955,108);
BTset(1177,955,243);
BTset(1179,955,246);
BTset(1180,955,249);
BTset(1181,955,108);
BTset(1182,955,108);
BTset(1183,955,251);
BTset(1184,955,242);
BTset(1192,955,247);
BTset(1193,955,108);
BTset(1194,955,111);
BTset(1195,955,108);
BTset(1196,955,108);
BTset(1197,955,108);
BTset(1198,955,109);
BTset(1199,955,108);
BTset(1200,955,108);
BTset(1201,955,110);
BTset(1202,955,111);
BTset(1203,955,108);
BTset(1204,955,29);
BTset(1205,955,12);
BTset(1206,955,243);
BTset(1208,955,246);
BTset(1209,955,249);
BTset(1210,955,108);
BTset(1211,955,108);
BTset(1212,955,243);
BTset(1025,956,155);
BTset(1026,956,147);
BTset(1027,956,214);
BTset(1028,956,214);
BTset(1029,956,214);
BTset(1030,956,214);
BTset(1031,956,214);
BTset(1032,956,214);
BTset(1033,956,214);
BTset(1034,956,214);
BTset(1035,956,214);
BTset(1036,956,214);
BTset(1037,956,214);
BTset(1038,956,146);
BTset(1039,956,149);
BTset(1040,956,145);
BTset(1041,956,210);
BTset(1042,956,210);
BTset(1043,956,210);
BTset(1044,956,145);
BTset(1045,956,145);
BTset(1046,956,210);
BTset(1047,956,210);
BTset(1048,956,210);
BTset(1049,956,145);
BTset(1050,956,210);
BTset(1051,956,210);
BTset(1052,956,210);
BTset(1053,956,145);
BTset(1054,956,210);
BTset(1055,956,210);
BTset(1056,956,210);
BTset(1057,956,210);
BTset(1058,956,210);
BTset(1059,956,210);
BTset(1060,956,210);
BTset(1061,956,210);
BTset(1062,956,210);
BTset(1063,956,210);
BTset(1064,956,210);
BTset(1065,956,210);
BTset(1066,956,210);
BTset(1067,956,210);
BTset(1068,956,210);
BTset(1069,956,145);
BTset(1071,956,145);
BTset(1072,956,210);
BTset(1073,956,210);
BTset(1074,956,210);
BTset(1075,956,145);
BTset(1076,956,210);
BTset(1077,956,210);
BTset(1078,956,210);
BTset(1079,956,145);
BTset(1080,956,145);
BTset(1081,956,210);
BTset(1082,956,210);
BTset(1083,956,210);
BTset(1084,956,157);
BTset(1085,956,144);
BTset(1086,956,144);
BTset(1087,956,146);
